,name,fruit_type,r,g,b,rgb(),width,height,width_heigth_proportion,computed_hex
1913,66_100.jpg,Banana,103,150,169,"rgb(103,150,169)",92,116,0.7931034482758621,6788777
1508,261_100.jpg,Banana,105,165,181,"rgb(105,165,181)",94,118,0.7966101694915254,6923701
1807,65_100.jpg,Banana,101,149,167,"rgb(101,149,167)",94,118,0.7966101694915254,6657447
1360,161_100.jpg,Kiwi,94,127,153,"rgb(94,127,153)",80,100,0.8,6193049
1853,265_100.jpg,Banana,103,163,180,"rgb(103,163,180)",96,120,0.8,6792116
812,306_100.jpg,Pear,95,151,165,"rgb(95,151,165)",80,100,0.8,6264741
1118,114_100.jpg,Kiwi,91,121,148,"rgb(91,121,148)",84,105,0.8,5994900
1894,264_100.jpg,Banana,103,164,181,"rgb(103,164,181)",96,120,0.8,6792373
515,310_100.jpg,Pear,94,151,164,"rgb(94,151,164)",80,100,0.8,6199204
1887,206_100.jpg,Banana,100,149,170,"rgb(100,149,170)",90,112,0.8035714285714286,6591914
1209,177_100.jpg,Kiwi,95,128,154,"rgb(95,128,154)",86,107,0.8037383177570093,6258842
1847,207_100.jpg,Banana,99,149,170,"rgb(99,149,170)",91,113,0.8053097345132744,6526378
1116,104_100.jpg,Kiwi,91,121,148,"rgb(91,121,148)",87,108,0.8055555555555556,5994900
1373,103_100.jpg,Kiwi,91,121,148,"rgb(91,121,148)",87,108,0.8055555555555556,5994900
1703,266_100.jpg,Banana,104,163,180,"rgb(104,163,180)",96,119,0.8067226890756303,6857652
1706,204_100.jpg,Banana,98,146,168,"rgb(98,146,168)",92,114,0.8070175438596491,6460072
1787,267_100.jpg,Banana,102,162,179,"rgb(102,162,179)",97,120,0.8083333333333333,6726323
1472,268_100.jpg,Banana,102,163,179,"rgb(102,163,179)",98,121,0.8099173553719008,6726579
1490,63_100.jpg,Banana,100,147,166,"rgb(100,147,166)",98,121,0.8099173553719008,6591398
1394,160_100.jpg,Kiwi,94,127,153,"rgb(94,127,153)",81,100,0.81,6193049
1233,172_100.jpg,Kiwi,95,128,154,"rgb(95,128,154)",86,106,0.8113207547169812,6258842
1796,205_100.jpg,Banana,98,147,168,"rgb(98,147,168)",91,112,0.8125,6460328
1122,176_100.jpg,Kiwi,95,128,154,"rgb(95,128,154)",87,107,0.8130841121495327,6258842
1058,174_100.jpg,Kiwi,95,128,155,"rgb(95,128,155)",87,107,0.8130841121495327,6258843
1032,175_100.jpg,Kiwi,95,128,154,"rgb(95,128,154)",87,107,0.8130841121495327,6258842
1316,173_100.jpg,Kiwi,95,128,154,"rgb(95,128,154)",87,107,0.8130841121495327,6258842
1722,64_100.jpg,Banana,102,149,168,"rgb(102,149,168)",96,118,0.8135593220338984,6722984
1643,141_100.jpg,Banana,96,154,171,"rgb(96,154,171)",92,113,0.8141592920353983,6331051
1211,167_100.jpg,Kiwi,95,128,154,"rgb(95,128,154)",88,108,0.8148148148148148,6258842
1392,170_100.jpg,Kiwi,95,128,154,"rgb(95,128,154)",89,109,0.8165137614678899,6258842
1207,105_100.jpg,Kiwi,91,121,148,"rgb(91,121,148)",90,110,0.8181818181818182,5994900
1305,101_100.jpg,Kiwi,91,121,148,"rgb(91,121,148)",90,110,0.8181818181818182,5994900
1407,102_100.jpg,Kiwi,91,121,148,"rgb(91,121,148)",90,110,0.8181818181818182,5994900
1462,153_100.jpg,Banana,92,145,162,"rgb(92,145,162)",82,100,0.82,6066594
1556,142_100.jpg,Banana,96,153,170,"rgb(96,153,170)",96,117,0.8205128205128205,6330794
1495,203_100.jpg,Banana,98,146,167,"rgb(98,146,167)",92,112,0.8214285714285714,6460071
1554,152_100.jpg,Banana,91,146,162,"rgb(91,146,162)",92,112,0.8214285714285714,6001314
1460,143_100.jpg,Banana,95,152,169,"rgb(95,152,169)",97,118,0.8220338983050848,6265001
1030,165_100.jpg,Kiwi,95,128,154,"rgb(95,128,154)",89,108,0.8240740740740741,6258842
1695,201_100.jpg,Banana,96,143,164,"rgb(96,143,164)",94,114,0.8245614035087719,6328228
1532,202_100.jpg,Banana,96,144,165,"rgb(96,144,165)",95,115,0.8260869565217391,6328485
1510,271_100.jpg,Banana,101,161,177,"rgb(101,161,177)",101,122,0.8278688524590164,6660529
1219,100_100.jpg,Kiwi,91,121,148,"rgb(91,121,148)",92,111,0.8288288288288288,5994900
1540,270_100.jpg,Banana,101,161,178,"rgb(101,161,178)",102,123,0.8292682926829268,6660530
1520,62_100.jpg,Banana,101,147,166,"rgb(101,147,166)",98,118,0.8305084745762712,6656934
1668,61_100.jpg,Banana,99,145,164,"rgb(99,145,164)",99,119,0.8319327731092437,6525348
1561,269_100.jpg,Banana,102,162,178,"rgb(102,162,178)",100,120,0.8333333333333334,6726322
1587,272_100.jpg,Banana,100,160,177,"rgb(100,160,177)",104,124,0.8387096774193549,6594737
1743,144_100.jpg,Banana,94,151,168,"rgb(94,151,168)",100,119,0.8403361344537815,6199208
1571,60_100.jpg,Banana,100,145,164,"rgb(100,145,164)",102,121,0.8429752066115702,6590884
1682,273_100.jpg,Banana,101,160,176,"rgb(101,160,176)",104,123,0.8455284552845529,6660272
1075,r_237_100.jpg,Kiwi,97,129,155,"rgb(97,129,155)",102,120,0.85,6390171
1893,274_100.jpg,Banana,99,159,175,"rgb(99,159,175)",108,127,0.8503937007874016,6528943
1545,199_100.jpg,Banana,95,140,162,"rgb(95,140,162)",98,115,0.8521739130434782,6261922
1768,145_100.jpg,Banana,92,150,167,"rgb(92,150,167)",105,123,0.8536585365853658,6067879
1268,r_221_100.jpg,Kiwi,93,126,153,"rgb(93,126,153)",102,119,0.8571428571428571,6127257
1149,r_225_100.jpg,Kiwi,95,127,154,"rgb(95,127,154)",102,119,0.8571428571428571,6258586
1296,r_220_100.jpg,Kiwi,93,126,152,"rgb(93,126,152)",102,119,0.8571428571428571,6127256
1437,r_223_100.jpg,Kiwi,94,126,153,"rgb(94,126,153)",102,119,0.8571428571428571,6192793
1600,200_100.jpg,Banana,96,142,164,"rgb(96,142,164)",97,113,0.8584070796460177,6327972
27,r_303_100.jpg,Apple,92,109,162,"rgb(92,109,162)",86,100,0.86,6057378
1891,59_100.jpg,Banana,100,145,163,"rgb(100,145,163)",105,122,0.860655737704918,6590883
1457,198_100.jpg,Banana,94,139,161,"rgb(94,139,161)",99,115,0.8608695652173913,6196129
1938,146_100.jpg,Banana,93,150,167,"rgb(93,150,167)",107,124,0.8629032258064516,6133415
1174,r_224_100.jpg,Kiwi,94,127,153,"rgb(94,127,153)",103,119,0.865546218487395,6193049
986,r_226_100.jpg,Kiwi,94,127,154,"rgb(94,127,154)",103,119,0.865546218487395,6193050
1350,r_222_100.jpg,Kiwi,93,126,153,"rgb(93,126,153)",103,119,0.865546218487395,6127257
1859,58_100.jpg,Banana,101,145,163,"rgb(101,145,163)",105,121,0.8677685950413223,6656419
1855,275_100.jpg,Banana,97,157,173,"rgb(97,157,173)",113,130,0.8692307692307693,6397357
313,r_305_100.jpg,Apple,92,109,162,"rgb(92,109,162)",87,100,0.87,6057378
329,r_299_100.jpg,Apple,91,107,162,"rgb(91,107,162)",87,100,0.87,5991330
282,r_304_100.jpg,Apple,92,109,162,"rgb(92,109,162)",87,100,0.87,6057378
182,r_300_100.jpg,Apple,91,108,162,"rgb(91,108,162)",87,100,0.87,5991586
121,r_302_100.jpg,Apple,92,108,162,"rgb(92,108,162)",87,100,0.87,6057122
208,r_301_100.jpg,Apple,91,108,162,"rgb(91,108,162)",87,100,0.87,5991586
471,r_306_100.jpg,Apple,93,110,162,"rgb(93,110,162)",87,100,0.87,6123170
1704,276_100.jpg,Banana,96,156,173,"rgb(96,156,173)",114,131,0.8702290076335878,6331565
1091,r_218_100.jpg,Kiwi,92,125,152,"rgb(92,125,152)",104,119,0.8739495798319328,6061464
1222,r_217_100.jpg,Kiwi,91,124,151,"rgb(91,124,151)",104,119,0.8739495798319328,5995671
1837,147_100.jpg,Banana,91,148,165,"rgb(91,148,165)",113,129,0.875968992248062,6001829
1801,197_100.jpg,Banana,94,138,160,"rgb(94,138,160)",99,113,0.8761061946902655,6195872
309,r_298_100.jpg,Apple,91,107,162,"rgb(91,107,162)",87,99,0.8787878787878788,5991330
1662,57_100.jpg,Banana,98,142,161,"rgb(98,142,161)",109,124,0.8790322580645161,6459041
291,317_100.jpg,Apple,87,108,163,"rgb(87,108,163)",88,100,0.88,5729443
219,r_294_100.jpg,Apple,90,105,162,"rgb(90,105,162)",88,100,0.88,5925282
124,r_295_100.jpg,Apple,90,106,161,"rgb(90,106,161)",88,100,0.88,5925537
57,319_100.jpg,Apple,88,109,163,"rgb(88,109,163)",88,100,0.88,5795235
460,r_293_100.jpg,Apple,89,105,161,"rgb(89,105,161)",88,100,0.88,5859745
438,r_277_100.jpg,Apple,85,97,156,"rgb(85,97,156)",88,100,0.88,5595548
41,r_296_100.jpg,Apple,90,106,162,"rgb(90,106,162)",88,100,0.88,5925538
81,r_105_100.jpg,Apple,85,104,161,"rgb(85,104,161)",88,100,0.88,5597345
93,318_100.jpg,Apple,88,109,163,"rgb(88,109,163)",88,100,0.88,5795235
71,r_297_100.jpg,Apple,90,107,162,"rgb(90,107,162)",88,100,0.88,5925794
26,r_313_100.jpg,Apple,92,110,162,"rgb(92,110,162)",88,100,0.88,6057634
405,r_276_100.jpg,Apple,84,96,156,"rgb(84,96,156)",88,100,0.88,5529756
1721,196_100.jpg,Banana,93,136,158,"rgb(93,136,158)",103,117,0.8803418803418803,6129822
1470,278_100.jpg,Banana,96,155,172,"rgb(96,155,172)",118,134,0.8805970149253731,6331308
1402,r_215_100.jpg,Kiwi,90,123,150,"rgb(90,123,150)",105,119,0.8823529411764706,5929878
1310,r_216_100.jpg,Kiwi,90,123,150,"rgb(90,123,150)",105,119,0.8823529411764706,5929878
1363,r_100_100.jpg,Kiwi,95,130,158,"rgb(95,130,158)",106,120,0.8833333333333333,6259358
1785,277_100.jpg,Banana,97,156,172,"rgb(97,156,172)",114,129,0.8837209302325582,6397100
1113,r_213_100.jpg,Kiwi,89,121,149,"rgb(89,121,149)",107,121,0.8842975206611571,5863829
1202,r_212_100.jpg,Kiwi,88,121,149,"rgb(88,121,149)",107,121,0.8842975206611571,5798293
1679,148_100.jpg,Banana,91,147,164,"rgb(91,147,164)",115,130,0.8846153846153846,6001572
1633,56_100.jpg,Banana,98,141,160,"rgb(98,141,160)",110,124,0.8870967741935484,6458784
1563,279_100.jpg,Banana,97,155,171,"rgb(97,155,171)",118,133,0.8872180451127819,6396843
1876,195_100.jpg,Banana,93,136,158,"rgb(93,136,158)",103,116,0.8879310344827587,6129822
273,r_291_100.jpg,Apple,89,104,161,"rgb(89,104,161)",88,99,0.8888888888888888,5859489
186,313_100.jpg,Apple,87,108,164,"rgb(87,108,164)",89,100,0.89,5729444
307,136_100.jpg,Apple,77,88,157,"rgb(77,88,157)",89,100,0.89,5068957
308,r_288_100.jpg,Apple,88,103,160,"rgb(88,103,160)",89,100,0.89,5793696
74,139_100.jpg,Apple,77,88,156,"rgb(77,88,156)",89,100,0.89,5068956
125,r_285_100.jpg,Apple,87,101,160,"rgb(87,101,160)",89,100,0.89,5727648
358,r_280_100.jpg,Apple,86,99,157,"rgb(86,99,157)",89,100,0.89,5661597
384,135_100.jpg,Apple,77,88,156,"rgb(77,88,156)",89,100,0.89,5068956
330,r_289_100.jpg,Apple,88,103,160,"rgb(88,103,160)",89,100,0.89,5793696
359,r_290_100.jpg,Apple,89,103,161,"rgb(89,103,161)",89,100,0.89,5859233
327,223_100.jpg,Apple,81,89,149,"rgb(81,89,149)",89,100,0.89,5331349
428,r_282_100.jpg,Apple,86,100,158,"rgb(86,100,158)",89,100,0.89,5661854
70,r_287_100.jpg,Apple,88,102,160,"rgb(88,102,160)",89,100,0.89,5793440
215,312_100.jpg,Apple,87,108,164,"rgb(87,108,164)",89,100,0.89,5729444
16,225_100.jpg,Apple,80,88,149,"rgb(80,88,149)",89,100,0.89,5265557
335,137_100.jpg,Apple,77,88,157,"rgb(77,88,157)",89,100,0.89,5068957
220,193_100.jpg,Apple,81,92,153,"rgb(81,92,153)",89,100,0.89,5332121
320,306_100.jpg,Apple,85,106,164,"rgb(85,106,164)",89,100,0.89,5597860
59,309_100.jpg,Apple,86,107,164,"rgb(86,107,164)",89,100,0.89,5663652
218,r_284_100.jpg,Apple,87,101,160,"rgb(87,101,160)",89,100,0.89,5727648
116,311_100.jpg,Apple,86,108,164,"rgb(86,108,164)",89,100,0.89,5663908
51,175_100.jpg,Apple,84,96,155,"rgb(84,96,155)",89,100,0.89,5529755
207,r_279_100.jpg,Apple,85,98,157,"rgb(85,98,157)",89,100,0.89,5595805
89,308_100.jpg,Apple,86,107,165,"rgb(86,107,165)",89,100,0.89,5663653
274,r_281_100.jpg,Apple,86,99,158,"rgb(86,99,158)",89,100,0.89,5661598
149,176_100.jpg,Apple,84,96,155,"rgb(84,96,155)",89,100,0.89,5529755
36,138_100.jpg,Apple,77,88,157,"rgb(77,88,157)",89,100,0.89,5068957
42,r_286_100.jpg,Apple,87,102,160,"rgb(87,102,160)",89,100,0.89,5727904
23,310_100.jpg,Apple,87,108,164,"rgb(87,108,164)",89,100,0.89,5729444
258,r_275_100.jpg,Apple,84,96,155,"rgb(84,96,155)",89,100,0.89,5529755
459,r_283_100.jpg,Apple,87,100,159,"rgb(87,100,159)",89,100,0.89,5727391
290,307_100.jpg,Apple,86,107,164,"rgb(86,107,164)",89,100,0.89,5663652
475,134_100.jpg,Apple,77,88,157,"rgb(77,88,157)",89,100,0.89,5068957
184,r_278_100.jpg,Apple,85,97,157,"rgb(85,97,157)",89,100,0.89,5595549
1914,194_100.jpg,Banana,92,134,156,"rgb(92,134,156)",106,119,0.8907563025210085,6063772
1370,r_214_100.jpg,Kiwi,90,122,150,"rgb(90,122,150)",106,119,0.8907563025210085,5929622
1069,r_211_100.jpg,Kiwi,88,121,148,"rgb(88,121,148)",107,120,0.8916666666666667,5798292
1005,r_219_100.jpg,Kiwi,92,125,152,"rgb(92,125,152)",107,120,0.8916666666666667,6061464
1667,0_100.jpg,Banana,97,155,171,"rgb(97,155,171)",118,132,0.8939393939393939,6396843
1868,281_100.jpg,Banana,96,155,171,"rgb(96,155,171)",119,133,0.8947368421052632,6331307
1572,1_100.jpg,Banana,96,154,171,"rgb(96,154,171)",119,133,0.8947368421052632,6331051
1468,55_100.jpg,Banana,99,142,160,"rgb(99,142,160)",111,124,0.8951612903225806,6524576
1565,54_100.jpg,Banana,98,140,159,"rgb(98,140,159)",115,128,0.8984375,6458527
1580,149_100.jpg,Banana,90,146,163,"rgb(90,146,163)",115,128,0.8984375,5935779
1031,r_104_100.jpg,Kiwi,94,129,157,"rgb(94,129,157)",108,120,0.9,6193565
147,166_100.jpg,Apple,82,94,155,"rgb(82,94,155)",90,100,0.9,5398171
111,224_100.jpg,Apple,81,89,149,"rgb(81,89,149)",90,100,0.9,5331349
68,190_100.jpg,Apple,81,93,153,"rgb(81,93,153)",90,100,0.9,5332377
69,180_100.jpg,Apple,83,95,154,"rgb(83,95,154)",90,100,0.9,5463962
392,231_100.jpg,Apple,77,86,148,"rgb(77,86,148)",90,100,0.9,5068436
398,298_100.jpg,Apple,82,102,163,"rgb(82,102,163)",90,100,0.9,5400227
1671,193_100.jpg,Banana,92,134,155,"rgb(92,134,155)",108,120,0.9,6063771
491,146_100.jpg,Apple,76,88,155,"rgb(76,88,155)",90,100,0.9,5003419
200,133_100.jpg,Apple,77,88,156,"rgb(77,88,156)",90,100,0.9,5068956
394,147_100.jpg,Apple,76,88,155,"rgb(76,88,155)",90,100,0.9,5003419
390,221_100.jpg,Apple,81,90,149,"rgb(81,90,149)",90,100,0.9,5331605
404,207_100.jpg,Apple,81,91,151,"rgb(81,91,151)",90,100,0.9,5331863
107,142_100.jpg,Apple,76,88,156,"rgb(76,88,156)",90,100,0.9,5003420
47,213_100.jpg,Apple,82,91,150,"rgb(82,91,150)",90,100,0.9,5397398
162,140_100.jpg,Apple,77,88,156,"rgb(77,88,156)",90,100,0.9,5068956
158,226_100.jpg,Apple,80,88,149,"rgb(80,88,149)",90,100,0.9,5265557
94,189_100.jpg,Apple,81,93,153,"rgb(81,93,153)",90,100,0.9,5332377
241,177_100.jpg,Apple,84,96,154,"rgb(84,96,154)",90,100,0.9,5529754
152,200_100.jpg,Apple,81,92,153,"rgb(81,92,153)",90,100,0.9,5332121
371,304_100.jpg,Apple,85,105,164,"rgb(85,105,164)",90,100,0.9,5597604
243,167_100.jpg,Apple,82,94,154,"rgb(82,94,154)",90,100,0.9,5398170
487,220_100.jpg,Apple,81,90,149,"rgb(81,90,149)",90,100,0.9,5331605
82,164_100.jpg,Apple,81,93,155,"rgb(81,93,155)",90,100,0.9,5332379
185,303_100.jpg,Apple,84,105,164,"rgb(84,105,164)",90,100,0.9,5532068
95,199_100.jpg,Apple,81,92,153,"rgb(81,92,153)",90,100,0.9,5332121
12,143_100.jpg,Apple,76,88,156,"rgb(76,88,156)",90,100,0.9,5003420
357,187_100.jpg,Apple,81,93,153,"rgb(81,93,153)",90,100,0.9,5332377
374,178_100.jpg,Apple,84,96,155,"rgb(84,96,155)",90,100,0.9,5529755
356,197_100.jpg,Apple,81,92,153,"rgb(81,92,153)",90,100,0.9,5332121
376,168_100.jpg,Apple,82,95,155,"rgb(82,95,155)",90,100,0.9,5398427
483,299_100.jpg,Apple,82,102,163,"rgb(82,102,163)",90,100,0.9,5400227
80,174_100.jpg,Apple,84,96,155,"rgb(84,96,155)",90,100,0.9,5529755
354,163_100.jpg,Apple,80,93,154,"rgb(80,93,154)",90,100,0.9,5266842
78,202_100.jpg,Apple,81,92,153,"rgb(81,92,153)",90,100,0.9,5332121
352,173_100.jpg,Apple,84,96,155,"rgb(84,96,155)",90,100,0.9,5529755
249,201_100.jpg,Apple,81,92,152,"rgb(81,92,152)",90,100,0.9,5332120
171,132_100.jpg,Apple,77,88,156,"rgb(77,88,156)",90,100,0.9,5068956
485,230_100.jpg,Apple,78,86,149,"rgb(78,86,149)",90,100,0.9,5133973
229,148_100.jpg,Apple,76,88,155,"rgb(76,88,155)",90,100,0.9,5003419
19,300_100.jpg,Apple,83,103,163,"rgb(83,103,163)",90,100,0.9,5466019
468,179_100.jpg,Apple,83,95,154,"rgb(83,95,154)",90,100,0.9,5463962
455,229_100.jpg,Apple,78,87,149,"rgb(78,87,149)",90,100,0.9,5134229
179,219_100.jpg,Apple,82,90,149,"rgb(82,90,149)",90,100,0.9,5397141
429,185_100.jpg,Apple,82,94,153,"rgb(82,94,153)",90,100,0.9,5398169
261,214_100.jpg,Apple,82,91,150,"rgb(82,91,150)",90,100,0.9,5397398
430,195_100.jpg,Apple,81,92,153,"rgb(81,92,153)",90,100,0.9,5332121
43,2_100.jpg,Apple,86,107,164,"rgb(86,107,164)",90,100,0.9,5663652
132,149_100.jpg,Apple,75,88,154,"rgb(75,88,154)",90,100,0.9,4937882
293,144_100.jpg,Apple,76,88,156,"rgb(76,88,156)",90,100,0.9,5003420
434,160_100.jpg,Apple,79,92,154,"rgb(79,92,154)",90,100,0.9,5201050
719,r_11_100.jpg,Pear,89,140,154,"rgb(89,140,154)",90,100,0.9,5868698
8,198_100.jpg,Apple,81,92,153,"rgb(81,92,153)",90,100,0.9,5332121
49,165_100.jpg,Apple,81,94,154,"rgb(81,94,154)",90,100,0.9,5332634
126,1_100.jpg,Apple,86,106,164,"rgb(86,106,164)",90,100,0.9,5663396
1232,r_103_100.jpg,Kiwi,94,129,157,"rgb(94,129,157)",108,120,0.9,6193565
164,150_100.jpg,Apple,76,88,155,"rgb(76,88,155)",90,100,0.9,5003419
128,192_100.jpg,Apple,81,93,153,"rgb(81,93,153)",90,100,0.9,5332377
198,141_100.jpg,Apple,76,88,156,"rgb(76,88,156)",90,100,0.9,5003420
297,222_100.jpg,Apple,81,89,149,"rgb(81,89,149)",90,100,0.9,5331349
299,232_100.jpg,Apple,77,86,149,"rgb(77,86,149)",90,100,0.9,5068437
192,227_100.jpg,Apple,79,88,149,"rgb(79,88,149)",90,100,0.9,5200021
9,188_100.jpg,Apple,81,93,153,"rgb(81,93,153)",90,100,0.9,5332377
40,191_100.jpg,Apple,81,93,153,"rgb(81,93,153)",90,100,0.9,5332377
325,233_100.jpg,Apple,77,85,148,"rgb(77,85,148)",90,100,0.9,5068180
118,301_100.jpg,Apple,83,103,163,"rgb(83,103,163)",90,100,0.9,5466019
272,196_100.jpg,Apple,81,92,153,"rgb(81,92,153)",90,100,0.9,5332121
323,145_100.jpg,Apple,76,88,155,"rgb(76,88,155)",90,100,0.9,5003419
263,162_100.jpg,Apple,80,93,154,"rgb(80,93,154)",90,100,0.9,5266842
419,228_100.jpg,Apple,79,87,149,"rgb(79,87,149)",90,100,0.9,5199765
462,184_100.jpg,Apple,82,94,154,"rgb(82,94,154)",90,100,0.9,5398170
461,194_100.jpg,Apple,81,92,153,"rgb(81,92,153)",90,100,0.9,5332121
464,305_100.jpg,Apple,85,105,164,"rgb(85,105,164)",90,100,0.9,5597604
39,181_100.jpg,Apple,83,95,154,"rgb(83,95,154)",90,100,0.9,5463962
271,186_100.jpg,Apple,82,93,153,"rgb(82,93,153)",90,100,0.9,5397913
1727,282_100.jpg,Banana,97,155,171,"rgb(97,155,171)",119,132,0.9015151515151515,6396843
1491,2_100.jpg,Banana,97,154,171,"rgb(97,154,171)",119,132,0.9015151515151515,6396587
1093,r_208_100.jpg,Kiwi,86,119,147,"rgb(86,119,147)",110,122,0.9016393442622951,5666707
1235,r_228_100.jpg,Kiwi,95,128,154,"rgb(95,128,154)",110,122,0.9016393442622951,6258842
1298,r_230_100.jpg,Kiwi,96,128,154,"rgb(96,128,154)",110,122,0.9016393442622951,6324378
1327,r_229_100.jpg,Kiwi,95,128,154,"rgb(95,128,154)",110,122,0.9016393442622951,6258842
1901,280_100.jpg,Banana,96,155,171,"rgb(96,155,171)",120,133,0.9022556390977443,6331307
1661,35_100.jpg,Banana,104,138,153,"rgb(104,138,153)",103,114,0.9035087719298246,6851225
968,r_155_100.jpg,Pear,98,153,158,"rgb(98,153,158)",106,117,0.905982905982906,6461854
1575,192_100.jpg,Banana,93,134,154,"rgb(93,134,154)",107,118,0.9067796610169492,6129306
1308,r_206_100.jpg,Kiwi,85,118,146,"rgb(85,118,146)",109,120,0.9083333333333333,5600914
1073,r_227_100.jpg,Kiwi,95,128,154,"rgb(95,128,154)",110,121,0.9090909090909091,6258842
1037,r_210_100.jpg,Kiwi,87,120,147,"rgb(87,120,147)",110,121,0.9090909090909091,5732499
1208,r_106_100.jpg,Kiwi,94,129,157,"rgb(94,129,157)",110,121,0.9090909090909091,6193565
1003,r_209_100.jpg,Kiwi,87,119,147,"rgb(87,119,147)",110,121,0.9090909090909091,5732243
1391,r_101_100.jpg,Kiwi,95,129,158,"rgb(95,129,158)",111,122,0.9098360655737705,6259102
1123,r_107_100.jpg,Kiwi,93,128,157,"rgb(93,128,157)",111,122,0.9098360655737705,6127773
1224,r_207_100.jpg,Kiwi,86,118,147,"rgb(86,118,147)",111,122,0.9098360655737705,5666451
14,153_100.jpg,Apple,76,89,154,"rgb(76,89,154)",91,100,0.91,5003674
211,218_100.jpg,Apple,82,90,149,"rgb(82,90,149)",91,100,0.91,5397141
231,158_100.jpg,Apple,78,91,154,"rgb(78,91,154)",91,100,0.91,5135258
7,131_100.jpg,Apple,77,89,156,"rgb(77,89,156)",91,100,0.91,5069212
154,210_100.jpg,Apple,82,91,151,"rgb(82,91,151)",91,100,0.91,5397399
155,r_319_100.jpg,Apple,91,111,161,"rgb(91,111,161)",91,100,0.91,5992353
130,159_100.jpg,Apple,78,91,154,"rgb(78,91,154)",91,100,0.91,5135258
217,0_100.jpg,Apple,85,105,163,"rgb(85,105,163)",91,100,0.91,5597603
221,183_100.jpg,Apple,82,94,154,"rgb(82,94,154)",91,100,0.91,5398170
295,154_100.jpg,Apple,77,90,155,"rgb(77,90,155)",91,100,0.91,5069467
109,234_100.jpg,Apple,77,85,149,"rgb(77,85,149)",91,100,0.91,5068181
209,208_100.jpg,Apple,82,92,151,"rgb(82,92,151)",91,100,0.91,5397655
160,236_100.jpg,Apple,76,85,149,"rgb(76,85,149)",91,100,0.91,5002645
245,211_100.jpg,Apple,82,91,150,"rgb(82,91,150)",91,100,0.91,5397398
100,130_100.jpg,Apple,78,89,157,"rgb(78,89,157)",91,100,0.91,5134749
138,296_100.jpg,Apple,82,101,162,"rgb(82,101,162)",91,100,0.91,5399970
350,205_100.jpg,Apple,81,92,152,"rgb(81,92,152)",91,100,0.91,5332120
321,155_100.jpg,Apple,77,90,154,"rgb(77,90,154)",91,100,0.91,5069466
348,215_100.jpg,Apple,82,91,150,"rgb(82,91,150)",91,100,0.91,5397398
276,292_100.jpg,Apple,80,98,160,"rgb(80,98,160)",91,100,0.91,5268128
127,182_100.jpg,Apple,83,94,154,"rgb(83,94,154)",91,100,0.91,5463706
259,204_100.jpg,Apple,81,92,152,"rgb(81,92,152)",91,100,0.91,5332120
367,293_100.jpg,Apple,80,99,161,"rgb(80,99,161)",91,100,0.91,5268385
425,291_100.jpg,Apple,79,97,160,"rgb(79,97,160)",91,100,0.91,5202336
72,129_100.jpg,Apple,78,89,156,"rgb(78,89,156)",91,100,0.91,5134748
396,157_100.jpg,Apple,77,90,154,"rgb(77,90,154)",91,100,0.91,5069466
437,216_100.jpg,Apple,82,91,149,"rgb(82,91,149)",91,100,0.91,5397397
400,161_100.jpg,Apple,79,92,154,"rgb(79,92,154)",91,100,0.91,5201050
196,151_100.jpg,Apple,76,89,154,"rgb(76,89,154)",91,100,0.91,5003674
406,217_100.jpg,Apple,82,91,149,"rgb(82,91,149)",91,100,0.91,5397397
183,209_100.jpg,Apple,82,92,151,"rgb(82,92,151)",91,100,0.91,5397655
76,212_100.jpg,Apple,82,91,150,"rgb(82,91,150)",91,100,0.91,5397398
31,295_100.jpg,Apple,81,100,161,"rgb(81,100,161)",91,100,0.91,5334177
45,203_100.jpg,Apple,81,92,152,"rgb(81,92,152)",91,100,0.91,5332120
18,235_100.jpg,Apple,76,85,148,"rgb(76,85,148)",91,100,0.91,5002644
489,156_100.jpg,Apple,77,90,154,"rgb(77,90,154)",91,100,0.91,5069466
439,206_100.jpg,Apple,82,92,152,"rgb(82,92,152)",91,100,0.91,5397656
417,238_100.jpg,Apple,76,85,149,"rgb(76,85,149)",91,100,0.91,5002645
63,294_100.jpg,Apple,81,99,161,"rgb(81,99,161)",91,100,0.91,5333921
458,239_100.jpg,Apple,76,85,149,"rgb(76,85,149)",91,100,0.91,5002645
1266,r_231_100.jpg,Kiwi,96,128,155,"rgb(96,128,155)",112,123,0.9105691056910569,6324379
1610,150_100.jpg,Banana,91,146,163,"rgb(91,146,163)",115,126,0.9126984126984127,6001315
1764,53_100.jpg,Banana,98,140,158,"rgb(98,140,158)",116,127,0.9133858267716536,6458526
1813,283_100.jpg,Banana,97,154,171,"rgb(97,154,171)",118,129,0.9147286821705426,6396587
796,r_157_100.jpg,Pear,98,153,158,"rgb(98,153,158)",108,118,0.9152542372881356,6461854
1519,3_100.jpg,Banana,98,154,171,"rgb(98,154,171)",119,130,0.9153846153846154,6462123
1737,52_100.jpg,Banana,96,138,157,"rgb(96,138,157)",121,132,0.9166666666666666,6326941
1400,r_205_100.jpg,Kiwi,85,117,145,"rgb(85,117,145)",111,121,0.9173553719008265,5600657
1372,r_204_100.jpg,Kiwi,84,117,145,"rgb(84,117,145)",111,121,0.9173553719008265,5535121
1317,r_102_100.jpg,Kiwi,94,129,158,"rgb(94,129,158)",112,122,0.9180327868852459,6193566
1115,r_203_100.jpg,Kiwi,84,117,145,"rgb(84,117,145)",112,122,0.9180327868852459,5535121
